Date,Open,High,Low,Close,Adj Close,Volume
1981-06-29,0.506696,0.506696,0.459821,0.459821,0.366296,61812800
1981-07-06,0.448661,0.468750,0.397321,0.397321,0.316508,34260800
1981-07-13,0.406250,0.464286,0.406250,0.462054,0.368074,27882400
1981-07-20,0.433036,0.433036,0.404018,0.428571,0.341402,35392000
1981-07-27,0.446429,0.448661,0.424107,0.446429,0.355627,19135200
1981-08-03,0.446429,0.464286,0.441964,0.450893,0.359183,20333600
1981-08-10,0.441964,0.441964,0.408482,0.408482,0.325399,37352000
1981-08-17,0.399554,0.399554,0.359375,0.359375,0.286280,28901600
1981-08-24,0.339286,0.361607,0.337054,0.359375,0.286280,40331200
1981-08-31,0.359375,0.390625,0.359375,0.363839,0.289836,37520000
1981-09-07,0.354911,0.357143,0.350446,0.350446,0.279167,27081600
1981-09-14,0.341518,0.341518,0.314732,0.316964,0.252495,28061600
1981-09-21,0.319196,0.321429,0.254464,0.254464,0.202707,44391200
1981-09-28,0.256696,0.296875,0.256696,0.294643,0.234714,85646400
1981-10-05,0.303571,0.337054,0.301339,0.332589,0.264942,48977600
1981-10-12,0.343750,0.348214,0.323661,0.325893,0.259608,42106400
1981-10-19,0.332589,0.352679,0.332589,0.339286,0.270277,48350400
1981-10-26,0.339286,0.359375,0.339286,0.357143,0.284502,60065600
1981-11-02,0.357143,0.359375,0.319196,0.321429,0.256052,34266400
1981-11-09,0.325893,0.350446,0.323661,0.323661,0.257830,31376800
1981-11-16,0.321429,0.341518,0.319196,0.339286,0.270277,41305600
1981-11-23,0.328125,0.339286,0.321429,0.337054,0.268498,33728800
1981-11-30,0.334821,0.341518,0.330357,0.339286,0.270277,60625600
1981-12-07,0.341518,0.343750,0.334821,0.334821,0.266720,64422400
1981-12-14,0.328125,0.410714,0.323661,0.408482,0.325399,61297600
1981-12-21,0.392857,0.399554,0.388393,0.390625,0.311174,42011200
1981-12-28,0.377232,0.397321,0.372768,0.395089,0.314730,36915200
1982-01-04,0.395089,0.395089,0.339286,0.354911,0.282723,74956000
1982-01-11,0.334821,0.361607,0.319196,0.357143,0.284502,51856000
1982-01-18,0.363839,0.372768,0.354911,0.370536,0.295171,41731200
1982-01-25,0.361607,0.366071,0.345982,0.363839,0.289836,47510400
1982-02-01,0.363839,0.366071,0.352679,0.352679,0.280945,46653600
1982-02-08,0.332589,0.337054,0.330357,0.334821,0.266720,43142400
1982-02-15,0.330357,0.339286,0.328125,0.334821,0.266720,25468800
1982-02-22,0.332589,0.332589,0.325893,0.325893,0.259608,36836800
1982-03-01,0.328125,0.330357,0.296875,0.296875,0.236492,44363200
1982-03-08,0.294643,0.296875,0.272321,0.272321,0.216933,60928000
1982-03-15,0.272321,0.299107,0.252232,0.296875,0.236492,67788000
1982-03-22,0.319196,0.321429,0.290179,0.290179,0.231158,77912800
1982-03-29,0.296875,0.319196,0.296875,0.316964,0.252495,84912800
1982-04-05,0.316964,0.319196,0.310268,0.312500,0.248939,52830400
1982-04-12,0.312500,0.314732,0.285714,0.301339,0.240048,127881600
1982-04-19,0.299107,0.299107,0.274554,0.274554,0.218711,73936800
1982-04-26,0.281250,0.283482,0.261161,0.263393,0.209820,146764800
1982-05-03,0.272321,0.292411,0.272321,0.290179,0.231158,92702400
1982-05-10,0.287946,0.287946,0.261161,0.261161,0.208042,88956000
1982-05-17,0.258929,0.258929,0.250000,0.254464,0.202707,84996800
1982-05-24,0.256696,0.258929,0.250000,0.250000,0.199151,44318400
1982-05-31,0.247768,0.252232,0.234375,0.234375,0.186704,39485600
1982-06-07,0.234375,0.241071,0.227679,0.238839,0.190261,47863200
1982-06-14,0.238839,0.241071,0.229911,0.229911,0.183148,38992800
1982-06-21,0.229911,0.250000,0.229911,0.236607,0.188482,42420000
1982-06-28,0.236607,0.236607,0.214286,0.214286,0.170701,60608800
1982-07-05,0.207589,0.207589,0.196429,0.203125,0.161810,102704000
1982-07-12,0.207589,0.238839,0.207589,0.236607,0.188482,97921600
1982-07-19,0.238839,0.258929,0.238839,0.252232,0.200929,64674400
1982-07-26,0.243304,0.243304,0.229911,0.241071,0.192039,60793600
1982-08-02,0.247768,0.250000,0.218750,0.218750,0.174257,108679200
1982-08-09,0.220982,0.238839,0.220982,0.234375,0.186704,73707200
1982-08-16,0.238839,0.265625,0.238839,0.263393,0.209820,78422400
1982-08-23,0.274554,0.319196,0.274554,0.301339,0.240048,222941600
1982-08-30,0.305804,0.330357,0.305804,0.328125,0.261386,120881600
1982-09-06,0.312500,0.325893,0.310268,0.323661,0.257830,68342400
1982-09-13,0.325893,0.339286,0.316964,0.316964,0.252495,91638400
1982-09-20,0.319196,0.337054,0.319196,0.323661,0.257830,124297600
1982-09-27,0.323661,0.334821,0.323661,0.330357,0.263164,77543200
1982-10-04,0.330357,0.421875,0.321429,0.419643,0.334289,227578400
1982-10-11,0.419643,0.441964,0.404018,0.410714,0.327177,273700000
1982-10-18,0.410714,0.477679,0.410714,0.462054,0.368074,212122400
1982-10-25,0.462054,0.464286,0.415179,0.453125,0.360961,219912000
1982-11-01,0.453125,0.569196,0.448661,0.537946,0.428531,280229600
1982-11-08,0.537946,0.607143,0.513393,0.578125,0.460537,189005600
1982-11-15,0.578125,0.584821,0.533482,0.551339,0.439199,175184800
1982-11-22,0.551339,0.551339,0.502232,0.517857,0.412528,91369600
1982-11-29,0.517857,0.602679,0.500000,0.566964,0.451646,157074400
1982-12-06,0.566964,0.622768,0.515625,0.522321,0.416084,197080800
1982-12-13,0.517857,0.542411,0.493304,0.537946,0.428531,179530400
1982-12-20,0.537946,0.571429,0.526786,0.571429,0.455203,84481600
1982-12-27,0.571429,0.602679,0.529018,0.533482,0.424975,115617600
1983-01-03,0.533482,0.544643,0.491071,0.491071,0.391190,186984000
1983-01-10,0.491071,0.589286,0.486607,0.589286,0.469428,180157600
1983-01-17,0.589286,0.696429,0.580357,0.667411,0.531662,433686400
1983-01-24,0.667411,0.750000,0.618304,0.732143,0.583229,296928800
1983-01-31,0.732143,0.810268,0.716518,0.785714,0.625903,283225600
1983-02-07,0.785714,0.843750,0.727679,0.830357,0.661466,233027200
1983-02-14,0.830357,0.832589,0.761161,0.810268,0.645463,152247200
1983-02-21,0.814732,0.868304,0.814732,0.834821,0.665023,133750400
1983-02-28,0.834821,0.843750,0.772321,0.796875,0.634794,165463200
1983-03-07,0.796875,0.799107,0.738839,0.756696,0.602788,193256000
1983-03-14,0.754464,0.776786,0.716518,0.767857,0.611678,122046400
1983-03-21,0.767857,0.805804,0.754464,0.770089,0.613457,126576800
1983-03-28,0.767857,0.794643,0.745536,0.754464,0.601010,87813600
1983-04-04,0.754464,0.754464,0.689732,0.703125,0.560113,189812000
1983-04-11,0.703125,0.823661,0.691964,0.816964,0.650797,211416800
1983-04-18,0.821429,0.941964,0.821429,0.910714,0.725479,258753600
1983-04-25,0.910714,0.917411,0.863839,0.901786,0.718367,174725600
1983-05-02,0.901786,0.995536,0.850446,0.984375,0.784158,143208800
1983-05-09,0.984375,0.988839,0.935268,0.948661,0.755708,80931200
1983-05-16,0.948661,1.017857,0.912946,1.015625,0.809052,149234400
1983-05-23,1.015625,1.089286,0.995536,1.060268,0.844614,136343200
1983-05-30,1.058036,1.100446,1.011161,1.095982,0.873065,71898400
1983-06-06,1.095982,1.129464,1.042411,1.058036,0.842836,94634400
1983-06-13,1.058036,1.060268,0.950893,1.002232,0.798383,180521600
1983-06-20,1.002232,1.008929,0.935268,0.950893,0.757486,146910400
1983-06-27,0.950893,0.950893,0.816964,0.879464,0.700585,262354400
1983-07-04,0.879464,0.881696,0.821429,0.825893,0.657910,84397600
1983-07-11,0.825893,0.861607,0.787946,0.792411,0.631238,114996000
1983-07-18,0.792411,0.828125,0.727679,0.781250,0.622347,247867200
1983-07-25,0.781250,0.781250,0.604911,0.622768,0.496100,284132800
1983-08-01,0.622768,0.649554,0.566964,0.604911,0.481875,220365600
1983-08-08,0.604911,0.622768,0.591518,0.598214,0.476540,138493600
1983-08-15,0.598214,0.620536,0.584821,0.602679,0.480097,119604800
1983-08-22,0.602679,0.609375,0.535714,0.551339,0.439199,143802400
1983-08-29,0.551339,0.687500,0.535714,0.678571,0.540553,229986400
1983-09-05,0.691964,0.709821,0.544643,0.546875,0.435643,271572000
1983-09-12,0.546875,0.584821,0.520089,0.524554,0.417862,259151200
1983-09-19,0.524554,0.598214,0.397321,0.433036,0.344958,877805600
1983-09-26,0.435268,0.462054,0.395089,0.412946,0.328955,490005600
1983-10-03,0.412946,0.424107,0.359375,0.363839,0.289836,248113600
1983-10-10,0.359375,0.428571,0.328125,0.406250,0.323621,485570400
1983-10-17,0.406250,0.406250,0.337054,0.354911,0.282723,294543200
1983-10-24,0.354911,0.390625,0.319196,0.372768,0.296949,183948800
1983-10-31,0.377232,0.430804,0.375000,0.377232,0.300505,284194400
1983-11-07,0.377232,0.386161,0.308036,0.357143,0.284502,516303200
1983-11-14,0.357143,0.372768,0.339286,0.368304,0.293392,124868800
1983-11-21,0.368304,0.388393,0.357143,0.366071,0.291614,90462400
1983-11-28,0.366071,0.383929,0.352679,0.354911,0.282723,98515200
1983-12-05,0.354911,0.395089,0.352679,0.386161,0.307617,101673600
1983-12-12,0.386161,0.446429,0.375000,0.441964,0.352071,241511200
1983-12-19,0.441964,0.446429,0.410714,0.439732,0.350293,175560000
1983-12-26,0.439732,0.450893,0.433036,0.435268,0.346736,104899200
1984-01-02,0.435268,0.517857,0.435268,0.495536,0.394746,229252800
1984-01-09,0.495536,0.508929,0.453125,0.486607,0.387633,198990400
1984-01-16,0.486607,0.526786,0.484375,0.511161,0.407193,199556000
1984-01-23,0.511161,0.520089,0.457589,0.466518,0.371630,306264000
1984-01-30,0.466518,0.475446,0.412946,0.437500,0.348515,266520800
1984-02-06,0.437500,0.446429,0.399554,0.435268,0.346736,227567200
1984-02-13,0.435268,0.477679,0.426339,0.446429,0.355627,188876800
1984-02-20,0.446429,0.493304,0.444196,0.484375,0.385855,144132800
1984-02-27,0.484375,0.500000,0.448661,0.486607,0.387633,187286400
1984-03-05,0.486607,0.488839,0.448661,0.470982,0.375187,116250400
1984-03-12,0.473214,0.495536,0.470982,0.475446,0.378743,129376800
1984-03-19,0.473214,0.477679,0.446429,0.455357,0.362740,85775200
1984-03-26,0.455357,0.466518,0.437500,0.441964,0.352071,79167200
1984-04-02,0.441964,0.450893,0.410714,0.419643,0.334289,93710400
1984-04-09,0.419643,0.470982,0.419643,0.459821,0.366296,90938400
1984-04-16,0.459821,0.506696,0.448661,0.504464,0.401859,181036800
1984-04-23,0.504464,0.549107,0.488839,0.537946,0.428531,365204000
1984-04-30,0.537946,0.598214,0.533482,0.537946,0.428531,401212000
1984-05-07,0.537946,0.613839,0.533482,0.575893,0.458759,314109600
1984-05-14,0.573661,0.573661,0.513393,0.531250,0.423196,221782400
1984-05-21,0.531250,0.575893,0.515625,0.526786,0.419640,304673600
1984-05-28,0.526786,0.542411,0.500000,0.542411,0.432087,221004000
1984-06-04,0.542411,0.549107,0.495536,0.511161,0.407193,212424800
1984-06-11,0.511161,0.533482,0.504464,0.517857,0.412528,126957600
1984-06-18,0.517857,0.546875,0.506696,0.511161,0.407193,155394400
1984-06-25,0.511161,0.515625,0.433036,0.473214,0.376965,238431200
1984-07-02,0.473214,0.475446,0.433036,0.448661,0.357405,131891200
1984-07-09,0.448661,0.486607,0.441964,0.470982,0.375187,197176000
1984-07-16,0.470982,0.470982,0.446429,0.453125,0.360961,125736800
1984-07-23,0.453125,0.493304,0.437500,0.484375,0.385855,172754400
1984-07-30,0.484375,0.491071,0.428571,0.488839,0.389412,383034400
1984-08-06,0.488839,0.551339,0.486607,0.508929,0.405415,477170400
1984-08-13,0.508929,0.540179,0.484375,0.491071,0.391190,223288800
1984-08-20,0.491071,0.522321,0.475446,0.502232,0.400080,173180000
1984-08-27,0.502232,0.506696,0.466518,0.473214,0.376965,102440800
1984-09-03,0.473214,0.479911,0.464286,0.473214,0.376965,109457600
1984-09-10,0.473214,0.508929,0.462054,0.497768,0.396524,201084800
1984-09-17,0.511161,0.517857,0.473214,0.479911,0.382299,140588000
1984-09-24,0.479911,0.486607,0.439732,0.448661,0.357405,174025600
1984-10-01,0.446429,0.457589,0.437500,0.444196,0.353849,139876800
1984-10-08,0.444196,0.446429,0.401786,0.406250,0.323621,246411200
1984-10-15,0.428571,0.488839,0.426339,0.457589,0.364518,272804000
1984-10-22,0.457589,0.473214,0.437500,0.439732,0.350293,185304000
1984-10-29,0.441964,0.450893,0.441964,0.444196,0.353849,65049600
1984-11-05,0.444196,0.470982,0.410714,0.415179,0.330733,236124000
1984-11-12,0.430804,0.439732,0.412946,0.415179,0.330733,154156800
1984-11-19,0.415179,0.430804,0.390625,0.424107,0.337846,203011200
1984-11-26,0.428571,0.473214,0.428571,0.441964,0.352071,230540800
1984-12-03,0.441964,0.506696,0.435268,0.486607,0.387633,323271200
1984-12-10,0.486607,0.486607,0.455357,0.470982,0.375187,127080800
1984-12-17,0.482143,0.513393,0.477679,0.482143,0.384077,261760800
1984-12-24,0.491071,0.515625,0.491071,0.513393,0.408971,99702400
1984-12-31,0.520089,0.522321,0.497768,0.506696,0.403637,171735200
1985-01-07,0.506696,0.540179,0.500000,0.531250,0.423196,240217600
1985-01-14,0.546875,0.555804,0.500000,0.511161,0.407193,406369600
1985-01-21,0.522321,0.540179,0.506696,0.529018,0.421418,474073600
1985-01-28,0.540179,0.546875,0.506696,0.511161,0.407193,385582400
1985-02-04,0.522321,0.542411,0.522321,0.533482,0.424975,245000000
1985-02-11,0.544643,0.549107,0.488839,0.500000,0.398302,425236000
1985-02-18,0.497768,0.497768,0.470982,0.493304,0.392968,226139200
1985-02-25,0.493304,0.495536,0.428571,0.444196,0.353849,314395200
1985-03-04,0.450893,0.464286,0.370536,0.383929,0.305839,421254400
1985-03-11,0.397321,0.415179,0.386161,0.404018,0.321843,294896000
1985-03-18,0.408482,0.412946,0.392857,0.397321,0.316508,236006400
1985-03-25,0.397321,0.406250,0.386161,0.395089,0.314730,139882400
1985-04-01,0.395089,0.404018,0.368304,0.372768,0.296949,186502400
1985-04-08,0.372768,0.392857,0.350446,0.372768,0.296949,227186400
1985-04-15,0.381696,0.410714,0.381696,0.401786,0.320064,137295200
1985-04-22,0.401786,0.404018,0.386161,0.390625,0.311174,126789600
1985-04-29,0.390625,0.392857,0.343750,0.357143,0.284502,175543200
1985-05-06,0.357143,0.366071,0.352679,0.361607,0.288058,142822400
1985-05-13,0.361607,0.395089,0.352679,0.388393,0.309396,195451200
1985-05-20,0.388393,0.397321,0.323661,0.323661,0.257830,324732800
1985-05-27,0.319196,0.321429,0.301339,0.310268,0.247161,360466400
1985-06-03,0.303571,0.316964,0.285714,0.292411,0.232936,502695200
1985-06-10,0.292411,0.294643,0.263393,0.263393,0.209820,452508000
1985-06-17,0.265625,0.294643,0.265625,0.287946,0.229379,257622400
1985-06-24,0.308036,0.330357,0.308036,0.321429,0.256052,240021600
1985-07-01,0.323661,0.325893,0.308036,0.314732,0.250717,71562400
1985-07-08,0.314732,0.323661,0.314732,0.319196,0.254273,114525600
1985-07-15,0.319196,0.325893,0.308036,0.310268,0.247161,158300800
1985-07-22,0.310268,0.310268,0.290179,0.296875,0.236492,243829600
1985-07-29,0.296875,0.296875,0.281250,0.281250,0.224045,99176000
1985-08-05,0.281250,0.285714,0.265625,0.272321,0.216933,128968000
1985-08-12,0.272321,0.276786,0.258929,0.261161,0.208042,144054400
1985-08-19,0.267857,0.272321,0.263393,0.263393,0.209820,89790400
1985-08-26,0.270089,0.274554,0.265625,0.267857,0.213376,54628000
1985-09-02,0.267857,0.270089,0.263393,0.267857,0.213376,52656800
1985-09-09,0.272321,0.287946,0.272321,0.281250,0.224045,130720800
1985-09-16,0.281250,0.305804,0.272321,0.299107,0.238270,165592000
1985-09-23,0.301339,2.000000,0.283482,1.985000,1.581260,91418400
1985-09-30,0.283482,0.285714,0.267857,0.267857,0.213376,66236800
1985-10-07,0.267857,0.290179,0.267857,0.285714,0.227601,160440000
1985-10-14,0.296875,0.341518,0.296875,0.316964,0.252495,329033600
1985-10-21,0.316964,0.337054,0.308036,0.321429,0.256052,256928000
1985-10-28,0.321429,0.343750,0.319196,0.332589,0.264942,166140800
1985-11-04,0.334821,0.370536,0.332589,0.366071,0.291614,268744000
1985-11-11,0.366071,0.370536,0.345982,0.354911,0.282723,168767200
1985-11-18,0.354911,0.357143,0.337054,0.339286,0.270277,122416000
1985-11-25,0.339286,0.359375,0.339286,0.359375,0.286280,138101600
1985-12-02,0.359375,0.370536,0.350446,0.352679,0.280945,152745600
1985-12-09,0.352679,0.361607,0.343750,0.357143,0.284502,238700000
1985-12-16,0.357143,0.408482,0.357143,0.399554,0.318286,358484000
1985-12-23,0.399554,0.404018,0.386161,0.399554,0.318286,94141600
1985-12-30,0.399554,0.404018,0.388393,0.399554,0.318286,138628000
1986-01-06,0.399554,0.419643,0.390625,0.406250,0.323621,465914400
1986-01-13,0.406250,0.441964,0.401786,0.428571,0.341402,447938400
1986-01-20,0.428571,0.430804,0.399554,0.404018,0.321843,172692800
1986-01-27,0.404018,0.435268,0.392857,0.412946,0.328955,396508000
1986-02-03,0.412946,0.435268,0.408482,0.428571,0.341402,267747200
1986-02-10,0.428571,0.437500,0.419643,0.424107,0.337846,161313600
1986-02-17,0.424107,0.459821,0.415179,0.450893,0.359183,208695200
1986-02-24,0.450893,0.477679,0.444196,0.446429,0.355627,217459200
1986-03-03,0.446429,0.459821,0.433036,0.441964,0.352071,143119200
1986-03-10,0.441964,0.468750,0.435268,0.466518,0.371630,191262400
1986-03-17,0.464286,0.529018,0.453125,0.493304,0.392968,430617600
1986-03-24,0.493304,0.517857,0.470982,0.504464,0.401859,254133600
1986-03-31,0.504464,0.508929,0.468750,0.477679,0.380521,268212000
1986-04-07,0.477679,0.495536,0.468750,0.482143,0.384077,158580800
1986-04-14,0.482143,0.533482,0.477679,0.531250,0.423196,236241600
1986-04-21,0.533482,0.582589,0.524554,0.575893,0.458759,395584000
1986-04-28,0.575893,0.584821,0.479911,0.544643,0.433865,191884000
1986-05-05,0.544643,0.600446,0.544643,0.595982,0.474762,255634400
1986-05-12,0.595982,0.667411,0.593750,0.642857,0.512103,474241600
1986-05-19,0.642857,0.669643,0.611607,0.660714,0.526328,290595200
1986-05-26,0.660714,0.669643,0.649554,0.660714,0.526328,130160800
1986-06-02,0.660714,0.698661,0.656250,0.674107,0.536997,287761600
1986-06-09,0.674107,0.676339,0.627232,0.649554,0.517437,238218400
1986-06-16,0.649554,0.658482,0.580357,0.642857,0.512103,332813600
1986-06-23,0.642857,0.656250,0.613839,0.640625,0.510325,139356000
1986-06-30,0.640625,0.674107,0.620536,0.671875,0.535219,121122400
1986-07-07,0.671875,0.674107,0.607143,0.662946,0.528106,313297600
1986-07-14,0.662946,0.667411,0.558036,0.566964,0.451646,408800000
1986-07-21,0.589286,0.618304,0.584821,0.607143,0.483653,252420000
1986-07-28,0.604911,0.607143,0.535714,0.560268,0.446312,382480000
1986-08-04,0.560268,0.582589,0.546875,0.564732,0.449868,179200000
1986-08-11,0.569196,0.660714,0.566964,0.638393,0.508547,312552800
1986-08-18,0.638393,0.654018,0.618304,0.647321,0.515659,191704800
1986-08-25,0.651786,0.678571,0.647321,0.660714,0.526328,189901600
1986-09-01,0.662946,0.662946,0.609375,0.627232,0.499656,161935200
1986-09-08,0.625000,0.642857,0.566964,0.566964,0.451646,178869600
1986-09-15,0.575893,0.627232,0.571429,0.600446,0.478318,203156800
1986-09-22,0.598214,0.649554,0.598214,0.611607,0.487209,253153600
1986-09-29,0.600446,0.620536,0.564732,0.602679,0.480097,190472800
1986-10-06,0.602679,0.611607,0.575893,0.593750,0.472984,117639200
1986-10-13,0.591518,0.629464,0.584821,0.600446,0.478318,198016000
1986-10-20,0.598214,0.600446,0.575893,0.589286,0.469428,138913600
1986-10-27,0.598214,0.622768,0.589286,0.618304,0.492543,198402400
1986-11-03,0.620536,0.662946,0.604911,0.638393,0.508547,374466400
1986-11-10,0.640625,0.654018,0.622768,0.629464,0.501434,139921600
1986-11-17,0.629464,0.660714,0.616071,0.642857,0.512103,299135200
1986-11-24,0.647321,0.736607,0.642857,0.714286,0.569003,488017600
1986-12-01,0.714286,0.781250,0.698661,0.781250,0.622347,395920000
1986-12-08,0.779018,0.783482,0.734375,0.736607,0.586785,325029600
1986-12-15,0.732143,0.758929,0.720982,0.752232,0.599231,221564000
1986-12-22,0.750000,0.758929,0.732143,0.732143,0.583229,148540000
1986-12-29,0.732143,0.741071,0.716518,0.729911,0.581450,129808000
1987-01-05,0.736607,0.816964,0.732143,0.810268,0.645463,382480000
1987-01-12,0.812500,0.917411,0.794643,0.870536,0.693473,475731200
1987-01-19,0.870536,0.995536,0.854911,0.897321,0.714810,650720000
1987-01-26,0.892857,1.022321,0.883929,0.991071,0.789492,528080000
1987-02-02,0.991071,1.002232,0.944196,0.964286,0.768155,319194400
1987-02-09,0.944196,1.116071,0.921875,1.109375,0.883733,471828000
1987-02-16,1.109375,1.203125,1.082589,1.093750,0.871286,346141600
1987-02-23,1.087054,1.274554,1.064732,1.250000,0.995756,516880000
1987-03-02,1.254464,1.258929,1.156250,1.200893,0.956637,448974400
1987-03-09,1.187500,1.214286,1.133929,1.133929,0.903292,304500000
1987-03-16,1.133929,1.245536,1.116071,1.218750,0.970862,336722400
1987-03-23,1.214286,1.223214,1.156250,1.160714,0.924630,266352800
1987-03-30,1.133929,1.283482,1.111607,1.281250,1.020650,517025600
1987-04-06,1.276786,1.299107,1.205357,1.254464,0.999313,308700000
1987-04-13,1.250000,1.308036,1.187500,1.276786,1.017093,311634400
1987-04-20,1.276786,1.379464,1.241071,1.334821,1.063325,386170400
1987-04-27,1.325893,1.428571,1.308036,1.428571,1.138006,346220000
1987-05-04,1.419643,1.468750,1.392857,1.410714,1.123782,256267200
1987-05-11,1.375000,1.419643,1.339286,1.397321,1.113112,265731200
1987-05-18,1.397321,1.401786,1.294643,1.323661,1.056036,260366400
1987-05-25,1.330357,1.437500,1.321429,1.410714,1.125489,144194400
1987-06-01,1.419643,1.419643,1.375000,1.388393,1.107681,169159200
1987-06-08,1.388393,1.433036,1.370536,1.410714,1.125489,175565600
1987-06-15,1.410714,1.517857,1.357143,1.464286,1.168229,313880000
1987-06-22,1.473214,1.544643,1.428571,1.446429,1.153982,154333200
1987-06-29,1.446429,1.464286,1.419643,1.450893,1.157544,105543200
1987-07-06,1.455357,1.491071,1.303571,1.357143,1.082749,256852400
1987-07-13,1.392857,1.598214,1.383929,1.544643,1.232339,242695600
1987-07-20,1.535714,1.553571,1.446429,1.517857,1.210969,122144400
1987-07-27,1.517857,1.535714,1.446429,1.473214,1.175352,101774400
1987-08-03,1.464286,1.687500,1.428571,1.660714,1.324942,179639600
1987-08-10,1.723214,1.794643,1.633929,1.750000,1.396176,202792800
1987-08-17,1.767857,1.919643,1.723214,1.892857,1.512098,191438800
1987-08-24,1.892857,1.910714,1.839286,1.857143,1.483568,168434000
1987-08-31,1.866071,1.973214,1.785714,1.803571,1.440773,202949600
1987-09-07,1.794643,1.982143,1.732143,1.946429,1.554893,149520000
1987-09-14,1.955357,1.973214,1.821429,1.848214,1.476436,123127200
1987-09-21,1.848214,2.071429,1.794643,2.053571,1.640484,206474800
1987-09-28,2.053571,2.098214,1.937500,2.089286,1.669014,177564800
1987-10-05,2.089286,2.133929,1.901786,1.933036,1.544195,217560000
1987-10-12,1.937500,1.955357,1.696429,1.723214,1.376580,347200000
1987-10-19,1.723214,1.723214,1.165179,1.267857,1.012821,540680000
1987-10-26,1.232143,1.535714,0.986607,1.379464,1.101977,485240000
1987-11-02,1.383929,1.410714,1.223214,1.348214,1.077013,294560000
1987-11-09,1.321429,1.428571,1.285714,1.330357,1.062748,257320000
1987-11-16,1.348214,1.375000,1.187500,1.267857,1.012821,288120000
1987-11-23,1.267857,1.348214,1.241071,1.250000,1.000736,114399600
1987-11-30,1.205357,1.232143,1.062500,1.098214,0.879218,325920000
1987-12-07,1.107143,1.294643,1.107143,1.214286,0.972144,259000000
1987-12-14,1.232143,1.473214,1.223214,1.446429,1.157994,399840000
1987-12-21,1.446429,1.535714,1.437500,1.522321,1.218754,139566000
1987-12-28,1.508929,1.562500,1.410714,1.500000,1.200883,155400000
1988-01-04,1.526786,1.651786,1.410714,1.428571,1.143698,401800000
1988-01-11,1.428571,1.607143,1.419643,1.531250,1.225901,373240000
1988-01-18,1.535714,1.544643,1.366071,1.401786,1.122253,505120000
1988-01-25,1.410714,1.491071,1.383929,1.482143,1.186587,275240000
1988-02-01,1.491071,1.517857,1.375000,1.379464,1.104384,237160000
1988-02-08,1.375000,1.482143,1.348214,1.464286,1.172291,208600000
1988-02-15,1.464286,1.526786,1.428571,1.491071,1.196093,161291200
1988-02-22,1.482143,1.562500,1.473214,1.491071,1.196093,207065600
1988-02-29,1.491071,1.678571,1.482143,1.674107,1.342918,314720000
1988-03-07,1.669643,1.705357,1.589286,1.633929,1.310688,205240000
1988-03-14,1.633929,1.660714,1.580357,1.598214,1.282039,232850800
1988-03-21,1.584821,1.593750,1.428571,1.433036,1.149538,251834800
1988-03-28,1.428571,1.500000,1.383929,1.428571,1.145957,243880000
1988-04-04,1.419643,1.513393,1.375000,1.464286,1.174606,221480000
1988-04-11,1.491071,1.508929,1.375000,1.410714,1.131633,221760000
1988-04-18,1.419643,1.482143,1.392857,1.433036,1.149538,220833200
1988-04-25,1.437500,1.500000,1.428571,1.464286,1.174606,160409200
1988-05-02,1.455357,1.540179,1.446429,1.473214,1.181768,152003600
